lote_id,fecha,mes,sku,producto,categoria,unidades_planeadas,unidades_producidas,merma_pct,cumplimiento_plan_pct,turno,linea,es_sin_gluten,gluten_ppm,estado_calidad,costo_lote_cop,vida_util_dias
L-7745,2026-04-27,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,999,997,0.2,99.8,Mañana,Línea 3 · Cremas,True,10.8,Aprobado,16550200,306
L-7746,2026-04-28,2026-04,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2033,1994,1.9,98.1,Mañana,Línea 2 · Molienda,True,10.0,Aprobado,33100400,285
L-7747,2026-04-28,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,2461,2456,0.2,99.8,Mañana,Línea 1 · Hornos,True,3.2,Aprobado,34629600,341
L-7748,2026-04-29,2026-04,HAR-AVE,Harina de Avena,Avena & Harinas,2195,2187,0.36,99.6,Mañana,Línea 1 · Hornos,True,10.6,Aprobado,25369200,348
L-7749,2026-04-29,2026-04,ESP-BUT,Golden Butter Cookie,Esparcibles,1006,989,1.65,98.3,Mañana,Línea 1 · Hornos,True,4.5,Aprobado,24823900,312
L-7750,2026-04-29,2026-04,COM-MIX,Perfect Mix & Match,Combos,1787,1723,3.57,96.4,Mañana,Línea 2 · Molienda,True,1.4,Aprobado,51862300,209
L-7751,2026-04-29,2026-04,GRA-VAN,Vanilla Shortbread,GranOLAS,1218,1148,5.74,94.3,Mañana,Línea 1 · Hornos,True,3.3,Aprobado,16186800,324
L-7752,2026-04-30,2026-04,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1687,1676,0.63,99.3,Tarde,Línea 2 · Molienda,True,5.5,Aprobado,20950000,356
L-7753,2026-04-30,2026-04,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,443,418,5.44,94.4,Mañana,Línea 3 · Cremas,True,6.7,Aprobado,6771600,255
L-7754,2026-05-01,2026-05,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,675,643,4.68,95.3,Tarde,Línea 2 · Molienda,True,6.6,Aprobado,17618200,253
L-7755,2026-05-01,2026-05,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,768,750,2.3,97.7,Mañana,Línea 2 · Molienda,True,7.9,Aprobado,9300000,257
L-7756,2026-05-01,2026-05,GRA-FUD,Fudge Cake,GranOLAS,934,927,0.73,99.3,Mañana,Línea 2 · Molienda,True,2.8,Aprobado,13441500,198
L-7757,2026-05-04,2026-05,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,401,395,1.28,98.5,Mañana,Línea 3 · Cremas,True,8.8,Aprobado,10823000,294
L-7758,2026-05-04,2026-05,GRA-PIS,Pistachio Cookie,GranOLAS,1497,1471,1.72,98.3,Mañana,Línea 2 · Molienda,True,3.9,Aprobado,27360600,308
L-7759,2026-05-05,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1410,1370,2.77,97.2,Tarde,Línea 1 · Hornos,True,6.6,Aprobado,17125000,315
L-7760,2026-05-05,2026-05,GRA-VAN,Vanilla Shortbread,GranOLAS,537,509,5.14,94.8,Tarde,Línea 3 · Cremas,True,6.7,Aprobado,7176900,264
L-7761,2026-05-05,2026-05,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1383,1330,3.81,96.2,Mañana,Línea 2 · Molienda,True,9.9,Aprobado,15694000,268
L-7762,2026-05-05,2026-05,GRA-VAN,Vanilla Shortbread,GranOLAS,1785,1669,6.49,93.5,Tarde,Línea 3 · Cremas,True,11.3,Aprobado,23532900,261
L-7763,2026-05-05,2026-05,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,677,659,2.63,97.3,Mañana,Línea 1 · Hornos,True,3.0,Aprobado,8171600,352
L-7764,2026-05-06,2026-05,GRA-FUD,Fudge Cake,GranOLAS,838,819,2.18,97.7,Tarde,Línea 1 · Hornos,True,10.7,Aprobado,11875500,190
L-7765,2026-05-06,2026-05,HAR-AVE,Harina de Avena,Avena & Harinas,1743,1696,2.65,97.3,Mañana,Línea 1 · Hornos,True,1.2,Aprobado,19673600,267
L-7766,2026-05-06,2026-05,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2321,2205,4.96,95.0,Mañana,Línea 2 · Molienda,True,4.4,Aprobado,36162000,338
L-7767,2026-05-07,2026-05,COM-WAF,Mini Wafflera,Combos,1994,1924,3.48,96.5,Mañana,Línea 3 · Cremas,False,,Aprobado,111592000,285
L-7768,2026-05-07,2026-05,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1554,1550,0.2,99.7,Mañana,Línea 3 · Cremas,True,5.0,Aprobado,25730000,223
L-7769,2026-05-08,2026-05,GRA-PIS,Pistachio Cookie,GranOLAS,2088,2050,1.8,98.2,Tarde,Línea 1 · Hornos,True,6.5,Aprobado,38130000,280
L-7770,2026-05-08,2026-05,ESP-BABY,Baby Spreads,Esparcibles,572,560,1.92,97.9,Mañana,Línea 2 · Molienda,True,3.2,Aprobado,4256000,215
L-7771,2026-05-08,2026-05,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,694,658,5.16,94.8,Tarde,Línea 2 · Molienda,True,10.7,Aprobado,18029200,263
L-7772,2026-05-08,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1420,1367,3.71,96.3,Mañana,Línea 1 · Hornos,True,5.6,Aprobado,17087500,321
L-7773,2026-05-08,2026-05,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2144,2005,6.45,93.5,Mañana,Línea 3 · Cremas,True,10.6,Aprobado,24862000,274
L-7774,2026-05-11,2026-05,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2500,2475,0.99,99.0,Tarde,Línea 2 · Molienda,True,5.3,Aprobado,31680000,222
L-7775,2026-05-11,2026-05,GRA-VAN,Vanilla Shortbread,GranOLAS,573,560,2.27,97.7,Mañana,Línea 1 · Hornos,True,2.9,Aprobado,7896000,298
L-7776,2026-05-11,2026-05,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,614,583,5.0,95.0,Tarde,Línea 3 · Cremas,True,7.2,Aprobado,6879400,221
L-7777,2026-05-11,2026-05,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2332,2296,1.52,98.5,Mañana,Línea 2 · Molienda,True,10.2,Aprobado,37195200,275
L-7778,2026-05-11,2026-05,GRA-FUD,Fudge Cake,GranOLAS,441,427,3.17,96.8,Tarde,Línea 3 · Cremas,True,2.6,Aprobado,6191500,197
L-7779,2026-05-12,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1994,1977,0.81,99.1,Mañana,Línea 3 · Cremas,True,3.6,Aprobado,24712500,289
L-7780,2026-05-12,2026-05,ESP-BABY,Baby Spreads,Esparcibles,713,663,6.98,93.0,Mañana,Línea 3 · Cremas,True,7.7,Aprobado,5038800,351
L-7781,2026-05-12,2026-05,COM-WAF,Mini Wafflera,Combos,2041,2026,0.73,99.3,Mañana,Línea 3 · Cremas,False,,Aprobado,117508000,274
L-7782,2026-05-13,2026-05,HAR-ALM,Harina de Almendra,Avena & Harinas,1678,1674,0.2,99.8,Mañana,Línea 2 · Molienda,True,0.4,Aprobado,25779600,197
L-7783,2026-05-13,2026-05,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2340,2298,1.75,98.2,Mañana,Línea 1 · Hornos,True,1.2,Aprobado,29414400,199
L-7784,2026-05-13,2026-05,HAR-ALM,Harina de Almendra,Avena & Harinas,850,814,4.13,95.8,Tarde,Línea 3 · Cremas,True,5.3,Aprobado,12535600,226
L-7785,2026-05-13,2026-05,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2424,2336,3.59,96.4,Tarde,Línea 3 · Cremas,True,4.5,Aprobado,46019200,189
L-7786,2026-05-13,2026-05,ESP-BABY,Baby Spreads,Esparcibles,626,602,3.74,96.2,Mañana,Línea 2 · Molienda,True,2.1,Aprobado,4575200,353
L-7787,2026-05-14,2026-05,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1193,1186,0.56,99.4,Tarde,Línea 1 · Hornos,True,6.5,Aprobado,32496400,338
L-7788,2026-05-14,2026-05,ESP-BABY,Baby Spreads,Esparcibles,1169,1116,4.47,95.5,Tarde,Línea 2 · Molienda,True,8.3,Aprobado,8481600,285
L-7789,2026-05-15,2026-05,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2082,2042,1.91,98.1,Mañana,Línea 1 · Hornos,True,2.8,Aprobado,25320800,242
L-7790,2026-05-15,2026-05,GRA-FUD,Fudge Cake,GranOLAS,2138,2117,0.97,99.0,Mañana,Línea 2 · Molienda,True,0.8,Aprobado,30696500,348
L-7791,2026-05-15,2026-05,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1922,1873,2.53,97.5,Tarde,Línea 3 · Cremas,True,8.7,Aprobado,30342600,201
L-7792,2026-05-15,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2109,2080,1.33,98.6,Tarde,Línea 2 · Molienda,True,0.6,Aprobado,26000000,224
L-7793,2026-05-15,2026-05,ESP-CIN,Golden Cinnamon Roll,Esparcibles,862,832,3.37,96.5,Mañana,Línea 3 · Cremas,True,4.9,Aprobado,16390400,311
L-7794,2026-05-18,2026-05,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,403,392,2.52,97.3,Tarde,Línea 3 · Cremas,True,9.7,Aprobado,4625600,298
L-7795,2026-05-18,2026-05,HAR-AVE,Harina de Avena,Avena & Harinas,1441,1362,5.47,94.5,Tarde,Línea 1 · Hornos,True,11.7,Aprobado,15799200,256
L-7796,2026-05-18,2026-05,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2405,2327,3.21,96.8,Tarde,Línea 3 · Cremas,True,4.2,Aprobado,46307300,228
L-7797,2026-05-19,2026-05,GRA-PIS,Pistachio Cookie,GranOLAS,1641,1591,2.99,97.0,Mañana,Línea 1 · Hornos,True,2.3,Aprobado,29592600,232
L-7798,2026-05-19,2026-05,HAR-AVE,Harina de Avena,Avena & Harinas,2418,2412,0.23,99.8,Mañana,Línea 1 · Hornos,True,1.9,Aprobado,27979200,218
L-7799,2026-05-20,2026-05,GRA-CHI,Chip Cookie,GranOLAS,788,766,2.72,97.2,Mañana,Línea 1 · Hornos,True,5.0,Aprobado,10992100,306
L-7800,2026-05-20,2026-05,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,601,581,3.31,96.7,Mañana,Línea 3 · Cremas,True,7.0,Aprobado,9528400,359
L-7801,2026-05-21,2026-05,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2262,2233,1.28,98.7,Mañana,Línea 1 · Hornos,True,6.1,Aprobado,37067800,241
L-7802,2026-05-21,2026-05,GRA-VAN,Vanilla Shortbread,GranOLAS,2321,2257,2.73,97.2,Mañana,Línea 2 · Molienda,True,8.4,Aprobado,31823700,328
L-7803,2026-05-21,2026-05,GRA-CHI,Chip Cookie,GranOLAS,1836,1756,4.32,95.6,Mañana,Línea 1 · Hornos,True,11.0,Aprobado,25198600,281
L-7804,2026-05-21,2026-05,ESP-PB,Peanutty Banana Shake,Esparcibles,1125,1046,7.01,93.0,Tarde,Línea 2 · Molienda,True,10.2,Aprobado,20292400,210
L-7805,2026-05-21,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2383,2264,4.96,95.0,Mañana,Línea 3 · Cremas,True,11.2,Aprobado,28300000,190
L-7806,2026-05-22,2026-05,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2348,2343,0.2,99.8,Mañana,Línea 3 · Cremas,True,1.7,Aprobado,29053200,237
L-7807,2026-05-22,2026-05,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1545,1520,1.58,98.4,Mañana,Línea 1 · Hornos,True,5.6,Aprobado,24624000,316
L-7808,2026-05-22,2026-05,ESP-BABY,Baby Spreads,Esparcibles,938,893,4.78,95.2,Mañana,Línea 1 · Hornos,True,5.8,Aprobado,6786800,323
L-7809,2026-05-22,2026-05,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1061,1026,3.21,96.7,Mañana,Línea 3 · Cremas,True,6.8,Aprobado,12825000,187
L-7810,2026-05-25,2026-05,GRA-VAN,Vanilla Shortbread,GranOLAS,806,792,1.67,98.3,Mañana,Línea 3 · Cremas,True,10.9,Aprobado,11167200,184
L-7811,2026-05-25,2026-05,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,432,420,2.64,97.2,Tarde,Línea 3 · Cremas,True,3.0,Aprobado,6804000,335
L-7812,2026-05-26,2026-05,COM-3MEZ,Three Pack Mezclas,Combos,891,827,7.17,92.8,Mañana,Línea 2 · Molienda,True,4.9,Aprobado,33245400,241
L-7813,2026-05-26,2026-05,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1263,1229,2.63,97.3,Mañana,Línea 3 · Cremas,True,2.3,Aprobado,15731200,329
L-7814,2026-05-27,2026-05,COM-3GRA,Three Pack GranOLA,Combos,2075,1930,6.99,93.0,Mañana,Línea 2 · Molienda,True,5.6,Aprobado,82990000,334
L-7815,2026-05-27,2026-05,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2594,2468,4.83,95.1,Tarde,Línea 3 · Cremas,True,9.1,Aprobado,49113200,355
L-7816,2026-05-28,2026-05,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1405,1400,0.29,99.6,Mañana,Línea 1 · Hornos,True,1.4,Aprobado,27860000,245
L-7817,2026-05-28,2026-05,ESP-PB,Peanutty Banana Shake,Esparcibles,2163,2057,4.9,95.1,Tarde,Línea 2 · Molienda,True,8.6,Aprobado,39905800,302
L-7818,2026-05-29,2026-05,ESP-BABY,Baby Spreads,Esparcibles,1491,1412,5.24,94.7,Tarde,Línea 3 · Cremas,True,10.8,Aprobado,10731200,249
L-7819,2026-05-29,2026-05,COM-3SPR,Three Pack Spread,Combos,997,976,2.09,97.9,Mañana,Línea 2 · Molienda,True,4.4,Aprobado,58072000,362
L-7820,2026-05-29,2026-05,HAR-ALM,Harina de Almendra,Avena & Harinas,2214,2209,0.2,99.8,Tarde,Línea 2 · Molienda,True,7.0,Aprobado,34018600,234
L-7821,2026-06-01,2026-06,GRA-CHI,Chip Cookie,GranOLAS,1423,1389,2.35,97.6,Mañana,Línea 2 · Molienda,True,2.4,Aprobado,19932150,280
L-7822,2026-06-01,2026-06,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1238,1187,4.06,95.9,Tarde,Línea 3 · Cremas,True,3.0,Aprobado,19466800,347
L-7823,2026-06-01,2026-06,COM-DECK,Deck de Cartas,Combos,1771,1741,1.66,98.3,Mañana,Línea 2 · Molienda,False,,Aprobado,76604000,268
L-7824,2026-06-01,2026-06,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1999,1941,2.9,97.1,Mañana,Línea 2 · Molienda,True,5.5,Aprobado,53183400,330
L-7825,2026-06-01,2026-06,GRA-PIS,Pistachio Cookie,GranOLAS,2129,2061,3.19,96.8,Tarde,Línea 3 · Cremas,True,8.2,Aprobado,38334600,301
L-7826,2026-06-02,2026-06,GRA-FUD,Fudge Cake,GranOLAS,2301,2250,2.17,97.8,Mañana,Línea 3 · Cremas,True,2.2,Aprobado,32625000,331
L-7827,2026-06-02,2026-06,ESP-BUT,Golden Butter Cookie,Esparcibles,2072,2044,1.33,98.6,Mañana,Línea 3 · Cremas,True,8.7,Aprobado,51304400,337
L-7828,2026-06-02,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,662,653,1.21,98.6,Tarde,Línea 2 · Molienda,True,5.4,Aprobado,8162500,223
L-7829,2026-06-02,2026-06,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,809,779,3.62,96.3,Mañana,Línea 3 · Cremas,True,10.4,Aprobado,9659600,218
L-7830,2026-06-02,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1457,1385,4.94,95.1,Mañana,Línea 2 · Molienda,True,4.5,Aprobado,17312500,230
L-7831,2026-06-03,2026-06,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2385,2283,4.27,95.7,Tarde,Línea 3 · Cremas,True,8.1,Aprobado,45888300,334
L-7832,2026-06-03,2026-06,COM-3GRA,Three Pack GranOLA,Combos,1358,1326,2.33,97.6,Tarde,Línea 1 · Hornos,True,9.6,Aprobado,57018000,228
L-7833,2026-06-04,2026-06,GRA-PIS,Pistachio Cookie,GranOLAS,2468,2463,0.2,99.8,Tarde,Línea 1 · Hornos,True,8.4,Aprobado,45811800,297
L-7834,2026-06-04,2026-06,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,994,961,3.31,96.7,Tarde,Línea 1 · Hornos,True,9.4,Aprobado,11916400,310
L-7835,2026-06-04,2026-06,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1358,1333,1.8,98.2,Mañana,Línea 2 · Molienda,True,4.4,Aprobado,22127800,181
L-7836,2026-06-04,2026-06,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1130,1117,1.13,98.8,Tarde,Línea 1 · Hornos,True,6.3,Aprobado,30605800,209
L-7837,2026-06-04,2026-06,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,967,945,2.21,97.7,Tarde,Línea 2 · Molienda,True,3.9,Aprobado,15498000,363
L-7838,2026-06-05,2026-06,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,955,913,4.38,95.6,Mañana,Línea 1 · Hornos,True,10.7,Aprobado,14790600,333
L-7839,2026-06-05,2026-06,COM-ROMP,Rompecabezas,Combos,2134,2055,3.69,96.3,Tarde,Línea 1 · Hornos,False,,Aprobado,92475000,292
L-7840,2026-06-05,2026-06,HAR-AVE,Harina de Avena,Avena & Harinas,1247,1184,5.02,94.9,Tarde,Línea 2 · Molienda,True,5.0,Aprobado,13734400,356
L-7841,2026-06-05,2026-06,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1540,1500,2.56,97.4,Tarde,Línea 2 · Molienda,True,8.3,Aprobado,18600000,208
L-7842,2026-06-08,2026-06,GRA-VAN,Vanilla Shortbread,GranOLAS,1224,1170,4.37,95.6,Mañana,Línea 2 · Molienda,True,9.8,Aprobado,16497000,305
L-7843,2026-06-08,2026-06,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1437,1384,3.63,96.3,Mañana,Línea 2 · Molienda,True,0.4,Aprobado,37921600,318
L-7844,2026-06-08,2026-06,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2412,2310,4.21,95.8,Tarde,Línea 1 · Hornos,True,7.1,Aprobado,37422000,323
L-7845,2026-06-09,2026-06,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,745,733,1.55,98.4,Tarde,Línea 1 · Hornos,True,3.1,Aprobado,9089200,261
L-7846,2026-06-09,2026-06,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,635,598,5.71,94.2,Tarde,Línea 2 · Molienda,True,8.8,Aprobado,7654400,303
L-7847,2026-06-09,2026-06,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2372,2355,0.71,99.3,Mañana,Línea 1 · Hornos,True,9.9,Aprobado,46864500,332
L-7848,2026-06-09,2026-06,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,526,517,1.52,98.3,Tarde,Línea 3 · Cremas,True,7.4,Aprobado,8582200,355
L-7849,2026-06-09,2026-06,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,509,501,1.4,98.4,Mañana,Línea 2 · Molienda,True,3.7,Aprobado,10070100,306
L-7850,2026-06-10,2026-06,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,661,642,2.76,97.1,Mañana,Línea 3 · Cremas,True,4.0,Aprobado,10400400,362
L-7851,2026-06-10,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,610,604,0.96,99.0,Tarde,Línea 3 · Cremas,True,4.2,Aprobado,7550000,355
L-7852,2026-06-10,2026-06,HAR-ALM,Harina de Almendra,Avena & Harinas,1612,1582,1.82,98.1,Mañana,Línea 3 · Cremas,True,4.6,Aprobado,24362800,198
L-7853,2026-06-10,2026-06,GRA-CHI,Chip Cookie,GranOLAS,2556,2440,4.53,95.5,Tarde,Línea 3 · Cremas,True,10.9,Aprobado,35014000,278
L-7854,2026-06-11,2026-06,COM-WAF,Mini Wafflera,Combos,1455,1406,3.32,96.6,Mañana,Línea 2 · Molienda,False,,Aprobado,81548000,298
L-7855,2026-06-11,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1910,1839,3.69,96.3,Tarde,Línea 1 · Hornos,True,2.9,Aprobado,22987500,229
L-7856,2026-06-12,2026-06,HAR-AVE,Harina de Avena,Avena & Harinas,978,972,0.55,99.4,Mañana,Línea 2 · Molienda,True,6.1,Aprobado,11275200,243
L-7857,2026-06-12,2026-06,GRA-CHI,Chip Cookie,GranOLAS,1384,1324,4.27,95.7,Tarde,Línea 2 · Molienda,True,6.9,Aprobado,18999400,349
L-7858,2026-06-12,2026-06,ESP-BABY,Baby Spreads,Esparcibles,464,456,1.66,98.3,Mañana,Línea 1 · Hornos,True,4.6,Aprobado,3465600,263
L-7859,2026-06-15,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1016,966,4.85,95.1,Tarde,Línea 2 · Molienda,True,0.6,Aprobado,12075000,364
L-7860,2026-06-15,2026-06,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1385,1346,2.76,97.2,Tarde,Línea 3 · Cremas,True,1.0,Aprobado,17228800,181
L-7861,2026-06-15,2026-06,GRA-CHI,Chip Cookie,GranOLAS,2291,2214,3.34,96.6,Mañana,Línea 1 · Hornos,True,10.0,Aprobado,31770900,355
L-7862,2026-06-16,2026-06,COM-ROMP,Rompecabezas,Combos,2059,1955,5.01,94.9,Mañana,Línea 2 · Molienda,False,,Aprobado,87975000,345
L-7863,2026-06-16,2026-06,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2236,2181,2.45,97.5,Mañana,Línea 3 · Cremas,True,38.5,Rechazado,43838100,223
L-7864,2026-06-16,2026-06,COM-WAF,Mini Wafflera,Combos,1104,1043,5.46,94.5,Tarde,Línea 1 · Hornos,False,,Aprobado,60494000,183
L-7865,2026-06-16,2026-06,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1718,1660,3.37,96.6,Tarde,Línea 3 · Cremas,True,1.4,Aprobado,19588000,229
L-7866,2026-06-16,2026-06,ESP-BABY,Baby Spreads,Esparcibles,534,512,4.01,95.9,Tarde,Línea 2 · Molienda,True,7.9,Aprobado,3891200,307
L-7867,2026-06-17,2026-06,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1740,1649,5.21,94.8,Mañana,Línea 2 · Molienda,True,9.9,Aprobado,33144900,348
L-7868,2026-06-17,2026-06,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2209,2082,5.72,94.3,Tarde,Línea 2 · Molienda,True,3.2,Aprobado,41848200,338
L-7869,2026-06-18,2026-06,GRA-FUD,Fudge Cake,GranOLAS,859,819,4.64,95.3,Mañana,Línea 1 · Hornos,True,0.7,Aprobado,11875500,339
L-7870,2026-06-18,2026-06,ESP-PB,Peanutty Banana Shake,Esparcibles,809,774,4.23,95.7,Tarde,Línea 3 · Cremas,True,0.5,Aprobado,15015600,259
L-7871,2026-06-18,2026-06,GRA-PIS,Pistachio Cookie,GranOLAS,1046,1003,4.07,95.9,Tarde,Línea 2 · Molienda,True,8.3,Aprobado,18655800,238
L-7872,2026-06-18,2026-06,ESP-BABY,Baby Spreads,Esparcibles,2302,2297,0.2,99.8,Mañana,Línea 2 · Molienda,True,3.2,Aprobado,17457200,253
L-7873,2026-06-19,2026-06,HAR-ALM,Harina de Almendra,Avena & Harinas,1654,1635,1.11,98.9,Tarde,Línea 1 · Hornos,True,6.5,Aprobado,25179000,313
L-7874,2026-06-19,2026-06,HAR-AVE,Harina de Avena,Avena & Harinas,1713,1678,2.02,98.0,Mañana,Línea 1 · Hornos,True,1.1,Aprobado,19464800,188
L-7875,2026-06-19,2026-06,ESP-PB,Peanutty Banana Shake,Esparcibles,1263,1240,1.79,98.2,Tarde,Línea 1 · Hornos,True,2.0,Aprobado,24056000,269
L-7876,2026-06-19,2026-06,COM-3MEZ,Three Pack Mezclas,Combos,2418,2413,0.2,99.8,Mañana,Línea 1 · Hornos,True,7.2,Aprobado,97002600,345
L-7877,2026-06-22,2026-06,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1452,1374,5.3,94.6,Tarde,Línea 3 · Cremas,True,1.4,Aprobado,22258800,252
L-7878,2026-06-22,2026-06,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,1519,1470,3.18,96.8,Tarde,Línea 2 · Molienda,True,10.4,Aprobado,24108000,277
L-7879,2026-06-22,2026-06,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1468,1386,5.54,94.4,Mañana,Línea 1 · Hornos,True,7.4,Aprobado,27304200,252
L-7880,2026-06-22,2026-06,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1318,1287,2.28,97.6,Mañana,Línea 1 · Hornos,True,1.7,Aprobado,35263800,260
L-7881,2026-06-22,2026-06,ESP-BABY,Baby Spreads,Esparcibles,1599,1532,4.13,95.8,Tarde,Línea 3 · Cremas,True,1.8,Aprobado,11643200,269
L-7882,2026-06-23,2026-06,HAR-AVE,Harina de Avena,Avena & Harinas,1998,1980,0.86,99.1,Tarde,Línea 2 · Molienda,True,1.2,Aprobado,22968000,220
L-7883,2026-06-23,2026-06,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1307,1260,3.56,96.4,Mañana,Línea 2 · Molienda,True,1.6,Aprobado,15750000,249
L-7884,2026-06-24,2026-06,GRA-FUD,Fudge Cake,GranOLAS,1906,1881,1.28,98.7,Mañana,Línea 1 · Hornos,True,9.6,Aprobado,27274500,185
L-7885,2026-06-24,2026-06,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,408,402,1.26,98.5,Mañana,Línea 3 · Cremas,True,3.9,Aprobado,5145600,197
L-7886,2026-06-24,2026-06,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2021,2016,0.2,99.8,Tarde,Línea 2 · Molienda,True,30.1,Rechazado,23788800,280
L-7887,2026-06-24,2026-06,COM-WAF,Mini Wafflera,Combos,1081,1042,3.59,96.4,Tarde,Línea 1 · Hornos,False,,Aprobado,60436000,342
L-7888,2026-06-25,2026-06,COM-MIX,Perfect Mix & Match,Combos,2282,2199,3.62,96.4,Tarde,Línea 1 · Hornos,True,3.6,Aprobado,66189900,359
L-7889,2026-06-25,2026-06,ESP-PB,Peanutty Banana Shake,Esparcibles,1908,1868,2.06,97.9,Mañana,Línea 3 · Cremas,True,0.5,Aprobado,36239200,187
L-7890,2026-06-25,2026-06,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2099,2094,0.2,99.8,Mañana,Línea 3 · Cremas,True,2.5,Aprobado,24709200,356
L-7891,2026-06-26,2026-06,HAR-AVE,Harina de Avena,Avena & Harinas,2108,2078,1.4,98.6,Mañana,Línea 1 · Hornos,True,11.3,Aprobado,24104800,309
L-7892,2026-06-26,2026-06,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2485,2349,5.45,94.5,Mañana,Línea 1 · Hornos,True,11.8,Aprobado,64362600,210
L-7893,2026-06-26,2026-06,ESP-BABY,Baby Spreads,Esparcibles,412,411,0.2,99.8,Mañana,Línea 3 · Cremas,True,6.7,Aprobado,3123600,234
